# Bosak et al.
# PHYSICAL REVIEW B 77, 224303 , 2008
#G-K-M
0.049763	2.74216
0.0829384	4.85498
0.100118	5.34947
0.167062	9.35033
0.200237	10.2944
0.200237	10.4742
0.248815	13.4411
0.299763	14.3851
0.299763	14.6998
0.334123	14.9246
0.334123	15.6888
0.332346	16.2282
0.375	14.0705
0.38981	14.0705
0.399882	13.9356
0.417062	13.6209
0.449645	13.3062
0.457346	12.6319
0.5	12.9466
0.500592	10.0246
0.459123	10.4742
0.44372	11.5081
0.0201422	1.84309
0.0396919	3.68619
0.0604265	5.52928
0.0835308	7.68705
0.167654	13.0365
0.200237	14.6998
0.25	16.0484
0.290877	16.9475
0.300948	17.1722
0.332938	17.7117
0.332938	17.5319
0.373815	17.8915
0.388626	17.8016
0.399289	17.6667
0.444313	16.0934
0.44372	16.2732
0.500592	14.9695
0.500592	15.1493
0.5	18.2062
0.5	18.386
0.500592	18.7456
0.5	19.2401
0.5	19.4199
0.499408	20.2291
0.5	20.9483
0.500592	21.1282
0.500592	26.5675
0.5	27.4216
0.457938	26.3428
0.457346	21.1282
0.449052	21.1731
0.44372	20.4988
0.44372	19.1052
0.449645	18.6557
0.416469	19.0153
0.388033	19.375
0.375	19.8695
0.332346	20.274
0.332938	20.6337
0.399289	20.7685
0.398697	20.9933
0.415877	20.8584
0.416469	21.6226
0.374408	22.1621
0.333531	21.8474
0.332938	24.3648
0.332346	24.4997
0.373815	24.8143
0.374408	25.174
0.400474	25.2639
0.417062	25.6235
0.417062	26.073
0.299171	25.3538
0.292062	23.9602
0.291469	22.0722
0.299763	20.6337
0.289692	19.6447
0.299763	18.2961
0.274289	17.8915
0.274289	18.6557
0.249408	18.1612
0.249408	18.5658
0.249408	19.0153
0.25	20.9483
0.25	21.0832
0.249408	21.8025
0.25	23.8254
0.249408	27.5116
0.199645	29.3097
0.166469	30.4335
0.0829384	32.5014
0.0835308	32.2766
0.0420616	32.4564
0.0408768	26.2978
0.0835308	25.7134
0.0995261	25.7584
0.166469	24.2299
0.207938	23.8703
0.207938	21.4878
0.166469	21.3529
0.165877	21.8924
0.124408	21.3979
0.0835308	21.5327
0.0420616	21.5777
0.0408768	21.3529
0.0829384	21.1282
0.100711	20.9933
0.0995261	20.3639
0.0503555	20.319
0.167062	20.274
0.200237	20.4089
0.224526	18.8805
0.165877	17.1722
0.167062	14.475
0.0835308	12.9466
0.0414692	11.1035
0.0835308	11.4182
0.0	10.2944


#Raman (the same paper)
0.00	10.2494
0.00	20.4988
0	21.8025
0.00	32.9509


#G-M
0.0502049	1.43851
0.0502049	1.61833
0.0993852	3.05684
0.0993852	3.23665
0.199795	6.06873
0.300205	8.22649
0.29918	8.9907
0.39959	9.62005
0.501025	9.97968
0.501025	13.0365
0.39959	11.643
0.5	15.0145
0.498975	15.1943
0.398566	14.7448
0.398566	14.8796
0.29918	13.6659
0.25	12.2274
0.19877	10.1145
0.19877	10.2944
0.0993852	5.25956
-0.00102459	10.3843
0.0512295	10.6989
0.0502049	10.5191
0.0993852	10.7439
